bundle_file,offset_start,offset_end,length,source,target
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,46867,47002,47,飾り気のない白扇。棋士にあげると親密度が200上昇。『扇子』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47019,47028,3,ビー玉,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47036,47192,54,光にかざすと小さな宇宙が見える。棋士にあげると親密度が200上昇。『宝石』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47209,47218,3,プリン,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47226,47397,59,なめらかな口当たりとほろ苦いカラメル。棋士にあげると親密度が200上昇。『スイーツ』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47414,47423,3,植木鉢,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47431,47578,51,小さな芽が顔を出している。棋士にあげると親密度が200上昇。『盆栽』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47595,47601,2,煎餅,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47609,47759,52,醤油の香ばしさがたまらない。棋士にあげると親密度が200上昇。『煎餅』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47776,47782,2,団子,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47790,47964,60,三色揃って初めて完成する日本の定番おやつ。棋士にあげると親密度が200上昇。『和菓子』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47981,47990,3,文庫本,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,47998,48136,48,手軽に持ち歩ける一冊。棋士にあげると親密度が200上昇。『本』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48153,48159,2,緑茶,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48167,48296,45,湯気の立つ一杯。棋士にあげると親密度が200上昇。『酒』が好きな棋士にあげるとさらに増加。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48313,48328,5,和柄の扇子,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48336,48488,54,"鮮やかな和柄が描かれた扇子。棋士にあげると親密度が1,000上昇。『扇子』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48505,48527,8,1粒のサファイア,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48535,48690,55,"深い青に吸い込まれそうになる。棋士にあげると親密度が1,000上昇。『宝石』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48707,48731,8,プリンアラモード,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48739,48909,60,"フルーツとクリームで着飾ったプリン。棋士にあげると親密度が1,000上昇。『スイーツ』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48926,48932,2,盆栽,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,48940,49092,54,"手のひらに収まる小さな自然。棋士にあげると親密度が1,000上昇。『盆栽』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49109,49124,5,袋入り煎餅,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49132,49281,53,"何枚も入った贅沢なお徳用。棋士にあげると親密度が1,000上昇。『煎餅』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49298,49313,5,桜の和菓子,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49321,49485,58,"桜の花びらを練り込んだ上品な一品。棋士にあげると親密度が1,000上昇。『和菓子』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49502,49526,8,ハードカバーの本,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49534,49680,52,"ずっしりと重みのある装丁。棋士にあげると親密度が1,000上昇。『本』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49697,49700,1,酒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49708,49845,49,"芳醇な香りの日本酒。棋士にあげると親密度が1,000上昇。『酒』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,49885,50043,56,"金箔と螺鈿で彩られた最高級扇子。棋士にあげると親密度が5,000上昇。『扇子』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,50092,50244,54,"深青の宝石をあしらった指輪。棋士にあげると親密度が5,000上昇。『宝石』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,50287,50442,55,"まるごと一台の特注ケーキ。棋士にあげると親密度が5,000上昇。『スイーツ』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,50479,50625,52,"満開の桜が咲き誇る盆栽。棋士にあげると親密度が5,000上昇。『盆栽』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,50668,50826,56,"桐箱に丁重に収められた最高級品。棋士にあげると親密度が5,000上昇。『煎餅』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,50869,51024,55,"名店の味を詰め合わせた逸品。棋士にあげると親密度が5,000上昇。『和菓子』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51058,51207,53,"古びた革表紙に金文字が輝く。棋士にあげると親密度が5,000上昇。『本』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51241,51375,48,"蔵元秘蔵の大吟醸。棋士にあげると親密度が5,000上昇。『酒』が好きな棋士にあげるとさらに増加。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51392,51401,3,棋晶石,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51409,51493,28,淡い青に虹色の光を宿した結晶。さまざまな願いを呼び込む。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51510,51522,4,紅の御守,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51530,51611,27,縁結びのたびに授かる小さなお守り。集めると願いが届く。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51628,51640,4,金の御守,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,51746,51758,4,銀の御守,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52560,52593,11,アイコン「狼谷シロウ」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52606,52639,11,アイコン「七星みくり」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52652,52682,10,アイコン「八雲瀧菜」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52695,52728,11,アイコン「黒羽エレナ」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52741,52777,12,アイコン「西園寺レイナ」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52790,52814,8,アイコン「宵月」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52827,52854,9,アイコン「金城豪」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,52867,52897,10,アイコン「高瀬紘一」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53108,53120,4,紫艶の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53133,53145,4,錦秋の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53158,53170,4,金煌の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53183,53195,4,紳叡の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53208,53223,5,紫艶の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53236,53251,5,錦秋の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53264,53279,5,金煌の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53292,53307,5,紳叡の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53454,53466,4,白狼の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53479,53491,4,月影の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53504,53516,4,凛風の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53529,53541,4,黒蝶の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53554,53569,5,白狼の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53582,53597,5,月影の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53610,53625,5,凛風の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53638,53653,5,黒蝶の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53691,53704,5,黒蝶-本章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53717,53730,5,黒蝶-終章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53743,53756,5,白狼-本章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,53769,53782,5,白狼-終章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54278,54311,11,アイコン「猫宮さくら」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54323,54431,36,春風と共に微笑む、桜色の少女。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54448,54478,10,アイコン「氷室ユキ」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54490,54604,38,凛とした眼差しに、氷の静寂を宿す。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54621,54651,10,アイコン「徳永利蔵」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54663,54789,42,穏やかな表情の奥に、揺るがぬ風格が息づく。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,54851,54953,34,妖艶な笑みに、棘を秘める。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55015,55117,34,黒いレースと蝶を纏う少女。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55182,55293,37,青空を映したような澄んだ眼差し。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55310,55340,10,アイコン「ソフィア」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55352,55439,29,静かなる祈りを。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55456,55486,10,アイコン「八雲龍菜」,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55498,55606,36,秋の山を彩る錦をその身に纏う。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55659,55767,36,闇夜に浮かぶ月のような佇まい。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55829,55943,38,白狼の眼差しに、雪原の冷気が宿る。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,55999,56107,36,金の輝きを纏う、堂々たる棋士。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,56166,56265,33,眼鏡の奥に秘めたる叡智。宿舎で設定することでアイコンを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,56287,56302,5,デフォルト,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,56314,56443,43,装いを変える前の、まっさらな縁取り。宿舎で設定することでアイコンフレームを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58307,58322,5,普通の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58334,58427,31,使い慣れた木目の盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58444,58459,5,桜花の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58471,58567,32,満開の桜が描かれた盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58584,58599,5,氷雪の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58611,58704,31,霜の結晶が広がる盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58721,58736,5,木紋の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58748,58844,32,使い込まれた古木の盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,58888,58984,32,紫の靄が漂うような盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59028,59121,31,秋の山道が広がる盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59165,59258,31,眩い金の光が走る盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59302,59401,33,知性を感じるグレーの盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59445,59544,33,一面の雪景色が広がる盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59561,59576,5,聖光の盤面,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59588,59687,33,柔らかな光に包まれた盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59731,59830,33,月明かりだけが照らす盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,59874,59973,33,心地の良い風を感じる盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,60017,60122,35,ゴシックレースと蝶が舞う盤面。宿舎で設定することで将棋盤を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,60140,60169,11,陽動振り飛車(向かい),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,60295,60339,16,陽動振り飛車(三間)　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,60470,60483,5,3二飛戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,61048,61074,10,相振り飛車(中飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,61515,61563,16,ゴキゲン中飛車　※発動条件要検討,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,62147,62164,7,早囲い(矢倉),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,62452,62475,9,金矢倉(矢倉囲い),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,64270,64288,8,串カツ囲い(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,64877,64887,4,ビッグ4,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,65176,65200,10,ミレニアム囲い(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,65479,65491,6,左美濃(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,66682,66702,8,銀冠(振り飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,68567,68580,5,3七銀戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,69310,69334,10,米長流急戦矢倉(1),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,69474,69499,11,米長流急戦矢倉(2) ,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,70900,70917,7,相掛かり(旧),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,71071,71092,9,相掛かり(2六飛),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,71242,71263,9,相掛かり(2八飛),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,71413,71430,7,相掛かり(新),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,71584,71607,9,(相掛かり)鎖鎌銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,71736,71762,10,(相掛かり)腰掛け銀,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,72813,72835,8,3三角型空中戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,72985,73015,12,(横歩取り)8五飛車戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,73159,73172,5,3三桂戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,73319,73332,5,2三歩戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,73482,73495,5,4五角戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,74278,74294,6,中飛車 内部,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,74848,74869,9,中飛車左穴熊(1),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,74996,75012,8,5七金戦法(1),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,75156,75172,8,5七金戦法(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,75925,75958,11,藤井システム（対穴熊）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,76093,76120,9,立石流（※要検討）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,76541,76554,5,7八飛戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,77501,77512,5,中田功XP,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,77651,77708,19,ダイレクト向かい飛車　※優先判定要検討,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,78892,78906,6,(居飛車党),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,79031,79049,8,(居飛車 宣言),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,79194,79220,10,陽動振り飛車(四間),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,79347,79373,10,陽動振り飛車(三間),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,79500,79532,12,相振り飛車(向かい飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,79660,79689,11,相振り飛車(三間飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,79816,79845,11,相振り飛車(四間飛車),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,80249,80297,16,羽生式袖飛車　※初期段階では不要,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,80582,80630,16,右四間飛車急戦　※発動条件要検討,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,81655,81665,4,都成流2,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,81809,81842,11,左美濃急戦　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,81971,82005,12,左美濃急戦2　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,82289,82308,9,4六銀左急戦(1),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,82452,82471,7,4五歩早仕掛け,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,82615,82627,4,右銀急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,83206,83222,6,7二飛亜急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,83813,83824,5,4→3戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,84724,84737,5,稲庭戦法2,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,85470,85483,5,九間飛車2,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,85941,85958,7,玉頭銀(前提),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,86526,86544,8,ひねり飛車(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,87136,87149,5,5筋位取り,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,88046,88073,11,対振り飛車持久戦(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,88786,88811,9,風車2　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,89515,89554,15,左美濃(3)　※紐づけ戦法消す,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,90520,90556,12,間宮久夢流（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,91001,91034,11,新型雁木（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,91458,91494,12,ゴリゴリ金（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,92086,92120,12,Uターン飛車　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,92260,92305,17,中飛車左穴熊(2)　（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,92586,92605,9,4六銀左急戦(2),
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,93067,93106,13,目くらまし戦法　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,93242,93278,12,金盾囲い　（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,93405,93456,17,居飛穴音無しの構え　（※削除推奨）,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,93901,93931,10,新嬉野流　※削除推奨,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,94219,94258,13,はく式四間飛車　※削除推奨,
